"","id","count","winner","loser","Score","movie","comment","White","Black"
"392",188,1,"Ice Giant","Thor",1,"Thor","Attacco a Jotunn - inizio battaglia",33,37
"393",189,1,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",37,33
"394",190,1,"Ice Giant","Sif",1,"Thor","Attacco a Jotunn - inizio battaglia",33,39
"395",191,1,"Loki","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",41,33
"396",192,1,"Loki","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",41,33
"397",193,1,"Sif","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",39,33
"398",194,1,"Ice Giant","Volstagg",0.75,"Thor","Attacco a Jotunn - inizio battaglia",33,42
"399",195,1,"Volstagg","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",42,33
"400",196,1,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",37,33
"401",196,2,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",37,33
"402",197,1,"Loki","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",41,33
"403",198,1,"Ice Giant","Fandal",0.75,"Thor","Attacco a Jotunn - inizio battaglia",33,40
"404",199,1,"Fandal","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",40,33
"405",200,1,"Ice Giant","Fandal",1,"Thor","Attacco a Jotunn - inizio battaglia",33,40
"406",201,1,"Loki","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",41,33
"407",202,1,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",37,33
"408",202,2,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",37,33
"409",202,3,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",37,33
"410",202,4,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",37,33
"411",202,5,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",37,33
"412",202,6,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",37,33
"413",202,7,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",37,33
"414",202,8,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",37,33
"415",202,9,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",37,33
"416",202,10,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",37,33
"417",202,11,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",37,33
"418",202,12,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",37,33
"419",203,1,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",37,33
"420",203,2,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",37,33
"421",203,3,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",37,33
"422",203,4,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",37,33
"423",203,5,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - inizio battaglia",37,33
"424",204,1,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"425",204,2,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"426",204,3,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"427",204,4,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"428",204,5,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"429",204,6,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"430",204,7,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"431",204,8,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"432",204,9,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"433",204,10,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"434",204,11,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"435",204,12,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"436",204,13,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"437",204,14,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"438",204,15,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"439",204,16,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"440",204,17,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"441",204,18,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"442",204,19,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"443",204,20,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"444",204,21,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"445",204,22,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"446",204,23,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"447",204,24,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"448",204,25,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"449",204,26,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"450",204,27,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"451",204,28,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"452",204,29,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"453",204,30,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"454",204,31,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"455",204,32,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"456",204,33,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"457",204,34,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"458",204,35,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"459",204,36,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"460",204,37,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"461",204,38,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"462",204,39,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"463",204,40,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"464",204,41,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"465",204,42,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"466",204,43,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"467",204,44,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"468",204,45,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"469",204,46,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"470",204,47,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"471",204,48,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"472",204,49,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"473",204,50,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"474",204,51,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"475",204,52,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"476",204,53,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"477",204,54,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"478",204,55,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"479",204,56,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"480",204,57,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"481",204,58,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"482",204,59,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"483",204,60,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"484",204,61,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"485",204,62,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"486",204,63,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"487",204,64,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"488",204,65,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"489",204,66,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"490",204,67,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"491",204,68,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"492",204,69,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"493",204,70,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"494",204,71,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"495",204,72,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"496",204,73,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"497",204,74,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"498",204,75,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"499",204,76,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"500",204,77,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"501",204,78,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"502",204,79,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"503",204,80,"Thor","Ice Giant",1,"Thor","Attacco a Jotunn - fuga",37,33
"504",205,1,"Ice Giant Monster","Fandal",1,"Thor","Attacco a Jotunn - fuga",43,40
"505",206,1,"Ice Giant Monster","Volstagg",1,"Thor","Attacco a Jotunn - fuga",43,42
"506",207,1,"Ice Giant Monster","Hogun",1,"Thor","Attacco a Jotunn - fuga",43,38
"507",208,1,"Ice Giant Monster","Sif",1,"Thor","Attacco a Jotunn - fuga",43,39
"508",209,1,"Ice Giant Monster","Loki",1,"Thor","Attacco a Jotunn - fuga",43,41
"509",210,1,"Thor","Ice Giant Monster",1,"Thor","Attacco a Jotunn - fuga",37,43
"510",211,1,"Odin","Thor",1,"Thor","rimozione poteri a Thor",35,37
"511",212,1,"car","Thor (Unpowered)",1,"Thor","arrivo thor sulla terra - Thor investito",44,46
"512",213,1,"Darcy Lewis","Thor (Unpowered)",1,"Thor","arrivo thor sulla terra - scena taser",45,46
"513",214,1,"Thor (Unpowered)","civilian",1,"Thor","arrivo thor sulla terra - ospedale",46,1
"514",214,2,"Thor (Unpowered)","civilian",1,"Thor","arrivo thor sulla terra - ospedale",46,1
"515",214,3,"Thor (Unpowered)","civilian",1,"Thor","arrivo thor sulla terra - ospedale",46,1
"516",214,4,"Thor (Unpowered)","civilian",1,"Thor","arrivo thor sulla terra - ospedale",46,1
"517",214,5,"Thor (Unpowered)","civilian",1,"Thor","arrivo thor sulla terra - ospedale",46,1
"518",214,6,"Thor (Unpowered)","civilian",1,"Thor","arrivo thor sulla terra - ospedale",46,1
"519",215,1,"policeman","Thor (Unpowered)",0.625,"Thor","arrivo thor sulla terra - ospedale",47,46
"520",215,1,"civilian","Thor (Unpowered)",0.75,"Thor","arrivo thor sulla terra - ospedale",1,46
"521",216,1,"car","Thor (Unpowered)",1,"Thor","arrivo thor sulla terra - Thor investito 2",44,46
"522",217,1,"Thor (Unpowered)","Shield Agent",1,"Thor","scena sito martello",46,48
"523",217,2,"Thor (Unpowered)","Shield Agent",1,"Thor","scena sito martello",46,48
"524",218,1,"Thor (Unpowered)","Shield Agent",1,"Thor","scena sito martello",46,48
"525",218,2,"Thor (Unpowered)","Shield Agent",1,"Thor","scena sito martello",46,48
"526",219,1,"Thor (Unpowered)","Shield Agent",1,"Thor","scena sito martello",46,48
"527",219,2,"Thor (Unpowered)","Shield Agent",1,"Thor","scena sito martello",46,48
"528",219,3,"Thor (Unpowered)","Shield Agent",1,"Thor","scena sito martello",46,48
"529",220,1,"Thor (Unpowered)","Shield Agent",1,"Thor","scena sito martello",46,48
"530",220,2,"Thor (Unpowered)","Shield Agent",1,"Thor","scena sito martello",46,48
"531",220,3,"Thor (Unpowered)","Shield Agent",1,"Thor","scena sito martello",46,48
"532",221,1,"Shield Agent","Thor (Unpowered)",1,"Thor","scena sito martello",48,46
"533",222,1,"Shield Agent","Thor (Unpowered)",0.75,"Thor","scena sito martello",48,46
"534",223,1,"Thor (Unpowered)","Shield Agent",1,"Thor","scena sito martello",46,48
"535",224,1,"Loki","Heimdal",1,"Thor","Attacco del Distruttore - Scena su bifrost",41,49
"536",225,1,"Destroyer","Shield Agent",1,"Thor","Attacco del Distruttore - arrivo del Distruttore",36,48
"537",225,2,"Destroyer","Shield Agent",1,"Thor","Attacco del Distruttore - arrivo del Distruttore",36,48
"538",225,3,"Destroyer","Shield Agent",1,"Thor","Attacco del Distruttore - arrivo del Distruttore",36,48
"539",225,4,"Destroyer","Shield Agent",1,"Thor","Attacco del Distruttore - arrivo del Distruttore",36,48
"540",225,5,"Destroyer","Shield Agent",1,"Thor","Attacco del Distruttore - arrivo del Distruttore",36,48
"541",225,6,"Destroyer","Shield Agent",1,"Thor","Attacco del Distruttore - arrivo del Distruttore",36,48
"542",225,7,"Destroyer","Shield Agent",1,"Thor","Attacco del Distruttore - arrivo del Distruttore",36,48
"543",225,8,"Destroyer","Shield Agent",1,"Thor","Attacco del Distruttore - arrivo del Distruttore",36,48
"544",225,9,"Destroyer","Shield Agent",1,"Thor","Attacco del Distruttore - arrivo del Distruttore",36,48
"545",225,10,"Destroyer","Shield Agent",1,"Thor","Attacco del Distruttore - arrivo del Distruttore",36,48
"546",225,11,"Destroyer","Shield Agent",1,"Thor","Attacco del Distruttore - arrivo del Distruttore",36,48
"547",225,12,"Destroyer","Shield Agent",1,"Thor","Attacco del Distruttore - arrivo del Distruttore",36,48
"548",225,13,"Destroyer","Shield Agent",1,"Thor","Attacco del Distruttore - arrivo del Distruttore",36,48
"549",225,14,"Destroyer","Shield Agent",1,"Thor","Attacco del Distruttore - arrivo del Distruttore",36,48
"550",225,15,"Destroyer","Shield Agent",1,"Thor","Attacco del Distruttore - arrivo del Distruttore",36,48
"551",226,1,"Destroyer","car",1,"Thor","Attacco del Distruttore - arrivo del Distruttore",36,44
"552",226,2,"Destroyer","car",1,"Thor","Attacco del Distruttore - arrivo del Distruttore",36,44
"553",227,1,"Destroyer","Jasper Sitwell",1,"Thor","Attacco del Distruttore - arrivo del Distruttore",36,77
"554",228,1,"Destroyer","Philip Coulson",1,"Thor","Attacco del Distruttore - arrivo del Distruttore",36,54
"555",229,1,"Destroyer","car",1,"Thor","Attacco del Distruttore - attacco alla cittadina",36,44
"556",229,2,"Destroyer","car",1,"Thor","Attacco del Distruttore - attacco alla cittadina",36,44
"557",230,1,"Destroyer","Volstagg",1,"Thor","Attacco del Distruttore - attacco alla cittadina",36,42
"558",231,1,"Sif","Destroyer",1,"Thor","Attacco del Distruttore - attacco alla cittadina",39,36
"559",232,1,"Destroyer","Sif",1,"Thor","Attacco del Distruttore - attacco alla cittadina",36,39
"560",233,1,"Destroyer","Sif",1,"Thor","Attacco del Distruttore - attacco alla cittadina",36,39
"561",234,1,"Destroyer","Fandal",1,"Thor","Attacco del Distruttore - attacco alla cittadina",36,40
"562",235,1,"Destroyer","Hogun",1,"Thor","Attacco del Distruttore - attacco alla cittadina",36,38
"563",236,1,"Destroyer","Volstagg",1,"Thor","Attacco del Distruttore - attacco alla cittadina",36,42
"564",237,1,"Destroyer","Volstagg",1,"Thor","Attacco del Distruttore - attacco alla cittadina",36,42
"565",238,1,"Destroyer","car",1,"Thor","Attacco del Distruttore - attacco alla cittadina",36,44
"566",239,1,"Destroyer","Thor (Unpowered)",1,"Thor","Attacco del Distruttore - attacco alla cittadina",36,46
"567",240,1,"Thor","Destroyer",0.75,"Thor","Attacco del Distruttore - Thor degno",37,36
"568",241,1,"Thor","Destroyer",1,"Thor","Attacco del Distruttore - Thor degno",37,36
"569",242,1,"Heimdal","Ice Giant",1,"Thor","Ritorno ad Asgard",49,33
"570",242,2,"Heimdal","Ice Giant",1,"Thor","Ritorno ad Asgard",49,33
"571",243,1,"Frigga","Ice Giant",1,"Thor","Ritorno ad Asgard",50,33
"572",244,1,"Laufey","Frigga",1,"Thor","Ritorno ad Asgard",32,50
"573",245,1,"Loki","Laufey",1,"Thor","Ritorno ad Asgard",41,32
"574",246,1,"Loki","Thor",1,"Thor","Ritorno ad Asgard - Bifrost",41,37
"575",247,1,"Loki","Thor",1,"Thor","Ritorno ad Asgard - Bifrost",41,37
"576",248,1,"Thor","Loki",0.75,"Thor","Ritorno ad Asgard - Bifrost",37,41
"577",249,1,"Loki","Thor",0.6,"Thor","Ritorno ad Asgard - Bifrost",41,37
"578",250,1,"Thor","Loki",1,"Thor","Ritorno ad Asgard - Bifrost",37,41
"579",251,1,"Loki","Thor",1,"Thor","Ritorno ad Asgard - Bifrost",41,37
"580",252,1,"Thor","Loki",1,"Thor","Ritorno ad Asgard - Bifrost",37,41
"581",253,1,"Thor","Loki",1,"Thor","Ritorno ad Asgard - Bifrost",37,41
"582",254,1,"Loki","Hawkeye",1,"Avengers","Scena iniziale laboratorio Shield",41,51
"583",255,1,"Loki","Nick Fury",1,"Avengers","Scena iniziale laboratorio Shield",41,52
"584",256,1,"Loki","Shield Agent",1,"Avengers","Scena iniziale laboratorio Shield",41,48
"585",256,2,"Loki","Shield Agent",1,"Avengers","Scena iniziale laboratorio Shield",41,48
"586",256,3,"Loki","Shield Agent",1,"Avengers","Scena iniziale laboratorio Shield",41,48
"587",256,4,"Loki","Shield Agent",1,"Avengers","Scena iniziale laboratorio Shield",41,48
"588",257,1,"Loki","civilian",1,"Avengers","Scena iniziale laboratorio Shield",41,1
"589",257,2,"Loki","civilian",1,"Avengers","Scena iniziale laboratorio Shield",41,1
"590",257,3,"Loki","civilian",1,"Avengers","Scena iniziale laboratorio Shield",41,1
"591",257,4,"Loki","civilian",1,"Avengers","Scena iniziale laboratorio Shield",41,1
"592",258,1,"Loki","Shield Agent",1,"Avengers","Scena iniziale laboratorio Shield",41,48
"593",258,2,"Loki","Shield Agent",1,"Avengers","Scena iniziale laboratorio Shield",41,48
"594",258,3,"Loki","Shield Agent",1,"Avengers","Scena iniziale laboratorio Shield",41,48
"595",258,4,"Loki","Shield Agent",1,"Avengers","Scena iniziale laboratorio Shield",41,48
"596",259,1,"Hawkeye","Nick Fury",1,"Avengers","Scena iniziale laboratorio Shield",51,52
"597",260,1,"Loki","car",1,"Avengers","Scena iniziale laboratorio Shield",41,44
"598",261,1,"Loki","Shield Agent",1,"Avengers","Scena iniziale laboratorio Shield",41,48
"599",261,2,"Loki","Shield Agent",1,"Avengers","Scena iniziale laboratorio Shield",41,48
"600",262,1,"Loki","Elicopter",1,"Avengers","Scena iniziale laboratorio Shield",41,78
"601",263,1,"terrorist","Black Widow",0.55,"Avengers","Interrogatorio Black Widow",10,29
"602",264,1,"Black Widow","Georgi Lukov",1,"Avengers","Interrogatorio Black Widow",29,79
"603",265,1,"Black Widow","terrorist",1,"Avengers","Interrogatorio Black Widow",29,10
"604",265,2,"Black Widow","terrorist",1,"Avengers","Interrogatorio Black Widow",29,10
"605",266,1,"Hawkeye","guard",1,"Avengers","Opera - incursione di Loki",51,80
"606",266,2,"Hawkeye","guard",1,"Avengers","Opera - incursione di Loki",51,80
"607",267,1,"Loki","civilian",1,"Avengers","Opera - incursione di Loki",41,1
"608",267,2,"Loki","civilian",1,"Avengers","Opera - incursione di Loki",41,1
"609",268,1,"Loki","car",1,"Avengers","Opera - incursione di Loki",41,44
"610",269,1,"Loki","policeman",1,"Avengers","Opera - incursione di Loki",41,47
"611",269,2,"Loki","policeman",1,"Avengers","Opera - incursione di Loki",41,47
"612",270,1,"Captain America","Loki",1,"Avengers","Opera - arrivo Avengers",7,41
"613",271,1,"Loki","Captain America",1,"Avengers","Opera - arrivo Avengers",41,7
"614",272,1,"Iron Man","Loki",1,"Avengers","Opera - arrivo Avengers",11,41
"615",273,1,"Thor","Iron Man",0.6,"Avengers","Scontro Thor vs Ironman & Cap",37,11
"616",274,1,"Thor","Loki",1,"Avengers","Scontro Thor vs Ironman & Cap",37,41
"617",275,1,"Iron Man","Thor",1,"Avengers","Scontro Thor vs Ironman & Cap",11,37
"618",276,1,"Thor","Iron Man",1,"Avengers","Scontro Thor vs Ironman & Cap",37,11
"619",277,1,"Iron Man","Thor",1,"Avengers","Scontro Thor vs Ironman & Cap",11,37
"620",278,1,"Thor","Iron Man",0.75,"Avengers","Scontro Thor vs Ironman & Cap",37,11
"621",279,1,"Iron Man","Thor",1,"Avengers","Scontro Thor vs Ironman & Cap",11,37
"622",280,1,"Thor","Iron Man",1,"Avengers","Scontro Thor vs Ironman & Cap",37,11
"623",281,1,"Thor","Iron Man",1,"Avengers","Scontro Thor vs Ironman & Cap",37,11
"624",282,1,"Captain America","Thor",1,"Avengers","Scontro Thor vs Ironman & Cap",7,37
"625",283,1,"Hulk","Black Widow",1,"Avengers","Attacco all'Helicarrier - Trasformazione di Hulk",17,29
"626",284,1,"Thor","Hulk",1,"Avengers","Attacco all'Helicarrier - Trasformazione di Hulk",37,17
"627",285,1,"Thor","Hulk",0.7,"Avengers","Attacco all'Helicarrier - Trasformazione di Hulk",37,17
"628",286,1,"Hulk","Thor",1,"Avengers","Attacco all'Helicarrier - Trasformazione di Hulk",17,37
"629",287,1,"Thor","Hulk",1,"Avengers","Attacco all'Helicarrier - Trasformazione di Hulk",37,17
"630",288,1,"Thor","Hulk",1,"Avengers","Attacco all'Helicarrier - Trasformazione di Hulk",37,17
"631",289,1,"terrorist","Shield Agent",1,"Avengers","Attacco all'Helicarrier - Iruzione cabina di comando",10,48
"632",290,1,"terrorist","Maria Hill",0.75,"Avengers","Attacco all'Helicarrier - Iruzione cabina di comando",10,53
"633",291,1,"Nick Fury","terrorist",1,"Avengers","Attacco all'Helicarrier - Iruzione cabina di comando",52,10
"634",291,2,"Nick Fury","terrorist",1,"Avengers","Attacco all'Helicarrier - Iruzione cabina di comando",52,10
